Date	1-1	1-2	1-3	2-1	2-2	2-3	3-1	3-2	3-3	4-1	4-2	4-3	5-1	5-2	5-3	6-1	6-2	6-3	7-1	7-2	7-3	8-1	8-2	8-3	9-1	9-2	9-3	10-1	10-2	10-3	11-1	11-2	11-3	12-1	12-2	12-3	13-1	13-2	13-3	14-1	14-2	14-3	15-1	15-2	15-3	16-1	16-2	16-3	17-1	17-2	17-3	18-1	18-2	18-3	19-1	19-2	19-3	20-1	20-2	20-3	21-1	21-2	21-3	22-1	22-2	22-3	23-1	23-2	23-3	24-1	24-2	24-3	25-1	25-2	25-3	26-1	26-2	26-3	27-1	27-2	27-3	28-1	28-2	28-3	29-1	29-2	29-3	30-1	30-2	30-3	31-1	31-2	31-3	32-1	32-2	32-3	33-1	33-2	33-3	34-1	34-2	34-3	35-1	35-2	35-3	36-1	36-2	36-3	37-1	37-2	37-3	38-1	38-2	38-3	39-1	39-2	39-3	40-1	40-2	40-3	41-1	41-2	41-3	42-1	42-2	42-3	43-1	43-2	43-3	44-1	44-2	44-3	45-1	45-2	45-3	46-1	46-2	46-3	47-1	47-2	47-3	48-1	48-2	48-3	49-1	49-2	49-3	50-1	50-2	50-3	51-1	51-2	51-3	52-1	52-2	52-3	53-1	53-2	53-3	54-1	54-2	54-3	55-1	55-2	55-3	56-1	56-2	56-3	57-1	57-2	57-3	58-1	58-2	58-3	59-1	59-2	59-3	60-1	60-2	60-3	61-1	61-2	61-3	62-1	62-2	62-3	63-1	63-2	63-3	64-1	64-2	64-3	65-1	65-2	65-3	66-1	66-2	66-3	67-1	67-2	67-3	68-1	68-2	68-3	69-1	69-2	69-3	70-1	70-2	70-3	71-1	71-2	71-3	72-1	72-2	72-3	73-1	73-2	73-3	74-1	74-2	74-3	75-1	75-2	75-3	76-1	76-2	76-3	77-1	77-2	77-3	78-1	78-2	78-3	79-1	79-2	79-3	80-1	80-2	80-3	81-1	81-2	81-3	82-1	82-2	82-3	83-1	83-2	83-3	84-1	84-2	84-3	85-1	85-2	85-3	86-1	86-2	86-3	87-1	87-2	87-3	88-1	88-2	88-3	89-1	89-2	89-3	90-1	90-2	90-3	91-1	91-2	91-3	92-1	92-2	92-3	93-1	93-2	93-3	94-1	94-2	94-3	95-1	95-2	95-3	96-1	96-2	96-3	97-1	97-2	97-3	98-1	98-2	98-3	99-1	99-2	99-3	100-1	100-2	100-3	101-1	101-2	101-3	102-1	102-2	102-3	103-1	103-2	103-3	104-1	104-2	104-3	105-1	105-2	105-3	106-1	106-2	106-3	107-1	107-2	107-3	108-1	108-2	108-3	109-1	109-2	109-3	110-1	110-2	110-3	111-1	111-2	111-3	112-1	112-2	112-3	113-1	113-2	113-3	114-1	114-2	114-3	115-1	115-2	115-3	116-1	116-2	116-3	117-1	117-2	117-3	118-1	118-2	118-3	119-1	119-2	119-3	120-1	120-2	120-3	121-1	121-2	121-3	122-1	122-2	122-3	123-1	123-2	123-3	124-1	124-2	124-3	125-1	125-2	125-3	126-1	126-2	126-3	127-1	127-2	127-3	128-1	128-2	128-3	129-1	129-2	129-3	130-1	130-2	130-3	131-1	131-2	131-3	132-1	132-2	132-3	133-1	133-2	133-3	134-1	134-2	134-3	135-1	135-2	135-3	136-1	136-2	136-3	137-1	137-2	137-3	138-1	138-2	138-3	139-1	139-2	139-3	140-1	140-2	140-3	141-1	141-2	141-3	142-1	142-2	142-3	143-1	143-2	143-3	144-1	144-2	144-3	145-1	145-2	145-3	146-1	146-2	146-3	147-1	147-2	147-3	148-1	148-2	148-3	149-1	149-2	149-3	150-1	150-2	150-3
23.04.2018 00:00	2	-10	138	2	-8	-6	3	-12	69	3	-8	37	2	-8	-6	2	-13	-11	0	-10	-10	1	-11	-10	0	-8	-8	1	-9	-8	-2	-10	-12	-2	-13	-15	31	-9	232	233	-7	226	292	-11	281	207	-12	195	-2	-7	42	-1	-10	-11	38	-13	25	33	-14	19	31	-14	17	31	-14	135	2	4	6	24	-17	7	-1	-16	-17	5	-12	-7	16	-15	215	13	-21	-8	44	-15	29	0	-8	-8	0	5	5	35	6	41	11	5	16	16	3	19	25	-3	22	-11	10	166	-22	8	-14	-23	5	-18	-11	3	-8	-21	12	-9	-12	10	-2	-20	2	-18	-7	-12	-19	28	-13	15	38	-16	22	29	-17	12	20	-14	6	1	-10	-9	24	-14	10	0	-7	-7	3	-6	-3	2	-3	-1	23	-11	12	227	-6	221	0	-6	-6	19	-11	8	-7	-1	-8	106	2	108	223	-14	209	238	-15	223	49	-1	48	382	-6	376	-10	0	-10	104	0	104	209	-5	204	431	-12	419	205	-11	194	208	-9	199	336	-12	324	3	-6	-3	0	-5	-5	1	-7	-6	0	-10	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22	-7	-29	-21	-6	-27	-73	-7	-80	62	-6	141	-58	-6	-64	-19	-4	113	32	-14	18	31	-17	14	31	-18	13	28	-14	14	46	-6	176	23	-5	18	-14	-11	-25	30	-12	18	19	-11	8	18	-5	13	45	-7	38	58	-6	52	31	-4	27	-44	-3	-47	-31	-4	-35	-6	-5	-11	-9	-5	-14	-2	-9	-11	92	-14	78	37	-5	32	58	-6	52	27	-9	18	17	-2	15	-33	-4	-37	46	-8	38	26	-5	21	-3	-14	-17	-63	-5	-68	-75	1	-74	-80	-2	-82	33	-7	26	29	-8	21	66	-7	59	42	-5	37	61	-3	58	0	0	0	0	0	0	0	0	0	0	0	0	60	6	514	-11	-2	-13	39	-2	37	72	-2	70	89	-2	87	-46	-6	405	-24	-7	-31	-46	-2	-48	37	2	39	-10	0	-10	6	8	14	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1019	1019	0	1019	1019	0	1019	1019	0	1019	1019	0	1015	1015	0	1013	1013	0	1013	1013
23.04.2018 01:00	4	-10	140	4	-9	-5	4	-13	69	4	-9	37	4	-8	-4	4	-14	-10	2	-10	-8	3	-11	-8	2	-9	-7	2	-9	-7	1	-10	-9	0	-14	-14	-12	-11	187	172	-7	165	167	-13	154	148	-12	136	2	-8	45	4	-11	-7	27	-14	13	22	-15	7	19	-14	5	19	-16	121	-17	3	-14	12	-17	-5	-19	-16	-35	-12	-12	-24	1	-13	202	-6	-22	-28	37	-16	21	4	-9	-5	1	3	4	29	4	33	-3	2	-1	1	1	2	2	-4	-2	-37	10	140	-47	8	-39	-58	4	-54	-38	3	-35	-45	12	-33	-36	10	-26	-50	2	-48	-4	-12	-16	12	-15	-3	23	-16	7	12	-16	-4	6	-13	-7	3	-9	-6	17	-14	3	1	-7	-6	4	-3	1	3	-1	2	10	-10	0	179	-6	173	-19	-6	-25	4	-11	-7	-27	-1	-28	109	1	110	153	-13	140	360	-15	345	0	0	0	404	-6	398	-34	0	-34	118	-1	117	174	-5	169	324	-12	312	183	-11	172	167	-9	158	278	-13	265	4	-7	-3	2	-5	-3	2	-6	-4	1	-10	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-18	-8	-26	-17	-8	-25	-56	-5	-61	72	-6	151	-38	-4	-42	-6	-6	124	19	-17	2	18	-18	0	18	-10	8	12	-8	4	61	-3	194	36	-5	31	-13	-12	-25	19	-15	4	10	-11	-1	18	-5	13	46	-4	42	57	-4	53	26	-4	22	-59	-4	-63	-46	-5	-51	-5	-5	-10	-7	-6	-13	4	-9	-5	76	-13	63	37	-5	32	52	-6	46	22	-8	14	22	-1	21	-18	-5	-23	45	-8	37	23	-4	19	3	-10	-7	-52	-5	-57	-75	-4	-79	-64	-10	-74	43	-5	38	23	-8	15	72	-3	69	39	-4	35	70	-1	69	0	0	0	0	0	0	0	0	0	0	0	0	102	7	557	17	-3	14	67	-2	65	113	-2	111	108	-4	104	-28	-6	423	-29	-5	-34	-42	-5	-47	77	1	78	30	-1	29	47	5	52	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1019	1019	0	1019	1019	0	1019	1019	0	1019	1019	0	1015	1015	0	1013	1013	0	1013	1013
23.04.2018 02:00	4	-11	139	4	-8	-4	5	-13	70	5	-9	38	4	-8	-4	4	-14	-10	3	-10	-7	4	-11	-7	3	-9	-6	3	-9	-6	2	-11	-9	2	-13	-11	-43	-9	158	92	-8	84	26	-12	14	89	-12	77	5	-7	49	8	-10	-2	14	-14	0	9	-14	-5	5	-14	-9	4	-14	108	-40	3	-37	-3	-16	-19	-37	-15	-52	-29	-11	-40	-15	-13	186	-26	-21	-47	26	-16	10	7	-9	-2	-3	0	-3	12	2	14	-22	-1	-23	-21	2	-19	-26	-4	-30	-60	10	117	-67	8	-59	-88	3	-85	-61	5	-56	-65	12	-53	-58	10	-48	-73	2	-71	-1	-13	-14	-5	-14	-19	7	-16	-9	-7	-16	-23	-11	-14	-25	4	-12	-8	6	-14	-8	2	-5	-3	4	-4	0	3	-1	2	-6	-10	-16	124	-7	117	-36	-6	-42	-12	-11	-23	-45	-1	-46	99	1	100	83	-13	70	452	-16	436	-37	-1	-38	333	-6	327	-56	0	-56	124	-3	121	130	-5	125	202	-13	189	133	-11	122	102	-10	92	171	-13	158	5	-5	0	2	-3	-1	3	-5	-2	2	-10	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-8	-17	-10	-7	-17	-25	-6	-31	78	-7	156	-7	-2	-9	8	-6	138	4	-13	-9	3	-13	-10	2	-7	-5	-8	-8	-16	71	-4	203	46	-6	40	-9	-11	-20	4	-10	-6	1	-12	-11	19	-4	15	45	-4	41	53	-4	49	19	-2	17	-62	-8	-70	-54	-8	-62	-4	-3	-7	-4	-5	-9	8	-9	-1	53	-14	39	36	-5	31	44	-5	39	16	-8	8	25	-2	23	3	-6	-3	42	-7	35	17	-5	12	9	-14	-5	-24	-5	-29	-59	-10	-69	-29	-5	-34	50	-8	42	18	-7	11	73	-6	67	35	-5	30	74	0	74	0	0	0	0	0	0	0	0	0	0	0	0	129	6	583	48	-4	44	85	-1	84	138	-3	135	111	-3	108	6	-9	454	-18	-6	-24	-21	-5	-26	109	2	111	70	-1	69	83	7	90	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1019	1019	0	1018	1018	0	1018	1018	0	1018	1018	0	1015	1015	0	1013	1013	0	1013	1013
23.04.2018 03:00	4	-10	140	4	-8	-4	4	-13	69	5	-9	38	4	-9	-5	4	-14	-10	3	-10	-7	4	-11	-7	5	-9	-4	4	-9	-5	4	-9	-5	4	-13	-9	-55	-6	149	4	-8	-4	-102	-10	-112	36	-10	26	8	-8	51	11	-12	-1	-1	-14	-15	-5	-14	-19	-8	-13	-21	-11	-12	95	-63	4	-59	-17	-16	-33	-52	-15	-67	-44	-12	-56	-30	-13	171	-43	-21	-64	12	-15	-3	9	-10	-1	-15	3	-12	-18	0	-18	-46	2	-44	-48	3	-45	-56	-2	-58	-77	9	99	-79	8	-71	-106	3	-103	-77	6	-71	-77	11	-66	-73	10	-63	-86	1	-85	1	-11	-10	-21	-13	-34	-11	-15	-26	-27	-16	-43	-28	-13	-41	4	-8	-4	-6	-14	-20	3	-8	-5	4	-5	-1	4	-2	2	-22	-10	-32	67	-6	61	-50	-7	-57	-28	-11	-39	-58	-1	-59	76	0	76	20	-13	7	496	-16	480	-66	-1	-67	189	-7	182	-74	0	-74	115	-2	113	80	-5	75	76	-13	63	61	-11	50	26	-9	17	44	-14	30	4	-6	-2	2	-5	-3	2	-7	-5	2	-11	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-8	-5	1	-8	-7	13	-2	11	77	-5	157	26	-6	20	20	-7	149	-10	-12	-22	-12	-13	-25	-13	-11	-24	-24	-7	-31	76	-3	209	53	-4	49	-2	-12	-14	-10	-10	-20	-7	-10	-17	19	-6	13	39	-6	33	45	-7	38	10	-7	3	-51	-8	-59	-51	-8	-59	-4	-5	-9	0	-5	-5	12	-8	4	24	-13	11	33	-6	27	33	-6	27	10	-7	3	23	-2	21	23	-7	16	37	-9	28	8	-6	2	13	-9	4	9	0	9	-27	-6	-33	12	-1	11	52	-6	46	11	-7	4	68	-3	65	30	-6	24	70	-1	69	0	0	0	0	0	0	0	0	0	0	0	0	131	5	584	74	-4	70	86	-2	84	139	-3	136	95	-5	90	40	-8	489	4	-5	-1	17	-6	11	122	3	125	99	0	99	105	8	113	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1014	1014	0	1014	1014
23.04.2018 04:00	3	-11	138	3	-9	-6	3	-13	68	4	-9	37	3	-10	-7	4	-15	-11	4	-11	-7	4	-11	-7	5	-9	-4	4	-10	-6	5	-10	-5	6	-12	-6	-46	-6	158	-82	-9	-91	-203	-9	-212	-8	-9	-17	10	-7	54	14	-10	4	-15	-12	-27	-18	-12	-30	-21	-12	-33	-24	-13	81	-81	3	-78	-30	-16	-46	-61	-14	-75	-53	-11	-64	-42	-12	160	-54	-20	-74	-3	-14	-17	11	-8	3	-37	0	-37	-56	0	-56	-77	3	-74	-75	4	-71	-82	-4	-86	-83	10	94	-81	8	-73	-108	3	-105	-82	7	-75	-79	11	-68	-78	10	-68	-85	1	-84	1	-10	-9	-35	-13	-48	-25	-14	-39	-43	-16	-59	-42	-12	-54	4	-10	-6	-18	-14	-32	3	-7	-4	3	-3	0	4	0	4	-36	-10	-46	17	-6	11	-57	-6	-63	-40	-11	-51	-63	0	-63	40	-3	37	-31	-12	-43	478	-17	461	-91	0	-91	17	-8	9	-83	0	-83	90	-6	84	27	-6	21	-42	-12	-54	-14	-11	-25	-47	-8	-55	-80	-14	-94	3	-7	-4	2	-5	-3	2	-7	-5	2	-11	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	-7	7	12	-7	5	47	-8	39	63	-5	143	54	-5	49	29	-6	159	-23	-14	-37	-25	-14	-39	-25	-8	-33	-34	-7	-41	73	-5	204	53	-4	49	5	-11	-6	-23	-12	-35	-13	-11	-24	18	-3	15	29	-5	24	33	-5	28	-1	-1	-2	-24	-3	-27	-35	-4	-39	-2	-7	-9	2	-6	-4	14	-7	7	-3	-14	-17	28	-5	23	20	-6	14	4	-8	-4	16	-1	15	40	-5	35	28	-7	21	-4	-4	-8	15	-13	2	39	-5	34	14	1	15	48	-4	44	48	-6	42	4	-7	-3	56	-7	49	21	-3	18	57	-1	56	0	0	0	0	0	0	0	0	0	0	0	0	107	4	559	85	-3	82	68	-3	65	109	-5	104	61	-7	54	66	-4	519	27	-4	23	63	-3	60	110	1	111	108	2	110	108	7	115	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1025	1025	0	1014	1014	0	1014	1014	0	1014	1014	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1014	1014	0	1014	1014
23.04.2018 05:00	2	-11	137	2	-9	-7	3	-13	68	3	-9	36	2	-9	-7	4	-15	-11	3	-10	-7	4	-10	-6	5	-9	-4	5	-9	-4	7	-9	-2	8	-12	-4	-21	-7	182	-143	-8	-151	-261	-10	-271	-43	-8	-51	11	-7	55	14	-10	4	-27	-11	-38	-27	-11	-38	-30	-11	-41	-33	-13	72	-88	4	-84	-39	-15	-54	-64	-15	-79	-57	-10	-67	-49	-12	153	-59	-21	-80	-16	-14	-30	11	-8	3	-71	-4	-75	-97	2	-95	-110	1	-109	-96	1	-95	-100	-3	-103	-79	10	98	-72	8	-64	-94	4	-90	-76	6	-70	-70	11	-59	-74	10	-64	-73	2	-71	2	-12	-10	-44	-13	-57	-36	-15	-51	-53	-15	-68	-51	-12	-63	4	-10	-6	-28	-13	-41	4	-7	-3	3	-3	0	4	-1	3	-47	-10	-57	-25	-6	-31	-57	-6	-63	-48	-11	-59	-61	0	-61	-4	-6	-10	-70	-11	-81	399	-18	381	-116	-1	-117	-133	-8	-141	-83	0	-83	49	-6	43	-23	-8	-31	-132	-10	-142	-72	-11	-83	-105	-9	-114	-180	-15	-195	2	-7	-5	2	-4	-2	2	-7	-5	3	-11	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	-5	19	22	-5	17	70	-5	65	41	-7	119	70	-5	65	33	-3	166	-31	-14	-45	-34	-15	-49	-34	-10	-44	-37	-11	-48	61	-4	193	46	-7	39	13	-10	3	-32	-11	-43	-18	-10	-28	16	-4	12	16	-4	12	17	-2	15	-13	-6	-19	9	-4	5	-8	-5	-13	0	-4	-4	5	-5	0	15	-9	6	-24	-13	-37	19	-5	14	4	-6	-2	-2	-7	-9	6	-3	3	48	-5	43	16	-8	8	-19	-7	-26	16	-7	9	60	-5	55	50	-3	47	75	-8	67	39	-8	31	-2	-6	-8	39	-2	37	10	-6	4	38	-2	36	0	0	0	0	0	0	0	0	0	0	0	0	58	2	508	77	-3	74	32	-4	28	50	-6	44	14	-10	4	79	-3	533	43	-7	36	95	-2	93	71	-2	69	91	-1	90	87	3	90	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1014	1014	0	1014	1014	0	1014	1014	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1014	1014	0	1014	1014
23.04.2018 06:00	2	-10	138	2	-8	-6	3	-13	68	3	-9	36	2	-9	-7	4	-14	-10	3	-10	-7	4	-11	-7	5	-8	-3	6	-9	-3	8	-9	-1	9	-12	-3	6	-7	209	-157	-8	-165	-252	-9	-261	-73	-7	-80	10	-8	53	14	-11	3	-34	-10	-44	-33	-11	-44	-35	-11	-46	-38	-13	67	-84	3	-81	-44	-15	-59	-58	-15	-73	-53	-11	-64	-49	-12	153	-57	-21	-78	-28	-14	-42	10	-8	2	-111	-3	-114	-132	1	-131	-135	1	-134	-108	2	-106	-105	-2	-107	-65	10	112	-54	8	-46	-67	4	-63	-60	7	-53	-53	11	-42	-61	10	-51	-52	2	-50	4	-12	-8	-47	-14	-61	-41	-15	-56	-56	-15	-71	-54	-12	-66	4	-10	-6	-33	-14	-47	6	-8	-2	4	-5	-1	5	-3	2	-52	-10	-62	-57	-5	-62	-51	-6	-57	-49	-11	-60	-52	-1	-53	-52	-7	-59	-99	-11	-110	278	-19	259	-141	-3	-144	-229	-9	-238	-73	0	-73	-2	-6	-8	-66	-8	-74	-179	-9	-188	-104	-10	-114	-130	-8	-138	-230	-14	-244	2	-6	-4	2	-5	-3	2	-7	-5	3	-11	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	-5	24	28	-5	23	79	-4	75	17	-7	95	72	-3	69	31	-3	164	-34	-13	-47	-37	-14	-51	-37	-15	-52	-36	-9	-45	42	-5	173	34	-7	27	19	-9	10	-37	-11	-48	-20	-10	-30	12	-2	10	1	-4	-3	-1	-6	-7	-27	-4	-31	37	-8	29	20	-8	12	2	-4	-2	7	-6	1	14	-10	4	-35	-14	-49	9	-4	5	-13	-5	-18	-7	-6	-13	-8	-1	-9	46	-3	43	2	-7	-5	-36	-4	-40	14	-10	4	70	-3	67	75	-8	67	89	-4	85	25	-7	18	-7	-7	-14	17	-4	13	-4	-4	-8	16	-2	14	0	0	0	0	0	0	0	0	0	0	0	0	-6	0	442	48	-3	45	-16	-5	-21	-22	-8	-30	-38	-9	-47	73	-5	525	49	-4	45	98	-2	96	14	-3	11	50	-3	47	40	1	41	0	0	0	0	0	0	0	0	0	0	1021	1021	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1014	1014	0	1014	1014
23.04.2018 07:00	2	-11	137	2	-9	-7	3	-13	68	4	-9	37	3	-9	-6	5	-14	-9	4	-10	-6	5	-12	-7	5	-9	-4	7	-10	-3	9	-9	0	9	-12	-3	24	-8	226	-125	-7	-132	-166	-6	-172	-102	-8	-110	8	-7	52	12	-10	2	-37	-12	-49	-35	-13	-48	-36	-13	-49	-37	-13	68	-70	3	-67	-44	-17	-61	-46	-15	-61	-42	-13	-55	-43	-13	158	-50	-21	-71	-37	-15	-52	8	-8	0	-149	0	-149	-155	1	-154	-146	2	-144	-106	4	-102	-97	-2	-99	-43	10	134	-31	7	-24	-33	4	-29	-37	8	-29	-31	10	-21	-41	9	-32	-24	3	-21	7	-12	-5	-46	-14	-60	-41	-16	-57	-52	-16	-68	-51	-12	-63	5	-12	-7	-33	-14	-47	7	-8	-1	5	-4	1	6	-1	5	-49	-10	-59	-88	-5	-93	-39	-7	-46	-44	-11	-55	-37	-1	-38	-96	-7	-103	-124	-11	-135	146	-19	127	-170	-5	-175	-261	-9	-270	-55	-1	-56	-57	-6	-63	-102	-7	-109	-191	-7	-198	-111	-10	-121	-116	-7	-123	-215	-13	-228	2	-6	-4	3	-4	-1	3	-6	-3	4	-11	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	-7	22	28	-7	21	72	-2	70	-4	-6	75	58	-1	57	23	-4	155	-33	-13	-46	-36	-15	-51	-35	-6	-41	-32	-6	-38	20	-6	150	19	-5	14	21	-11	10	-37	-11	-48	-20	-9	-29	6	-6	0	-15	-6	-21	-21	-5	-26	-41	-3	-44	55	-5	50	41	-6	35	6	-5	1	9	-6	3	11	-8	3	-40	-13	-53	-4	-6	-10	-30	-6	-36	-11	-7	-18	-24	-1	-25	35	-2	33	-13	-9	-22	-52	-3	-55	10	-10	0	64	-3	61	85	-4	81	82	-4	78	9	-7	2	-12	-8	-20	-7	-6	-13	-19	-4	-23	-6	-2	-8	0	0	0	0	0	0	0	0	0	0	0	0	-74	1	375	3	-5	-2	-67	-5	-72	-91	-8	-99	-87	-8	-95	44	-7	494	37	-3	34	73	-4	69	-49	-2	-51	-3	-3	-6	-19	4	-15	0	0	0	0	0	0	0	0	0	0	1022	1022	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1015	1015	0	1015	1015
23.04.2018 08:00	4	-11	139	4	-9	-5	5	-13	70	6	-9	39	5	-9	-4	6	-14	-8	5	-10	-5	6	-11	-5	6	-9	-3	8	-9	-1	9	-9	0	9	-13	-4	28	-6	232	-68	-7	-75	-36	-4	-40	-131	-9	-140	5	-8	48	8	-12	-4	-37	-14	-51	-33	-14	-47	-33	-13	-46	-33	-14	71	-51	3	-48	-39	-17	-56	-28	-16	-44	-27	-13	-40	-31	-14	169	-38	-21	-59	-41	-15	-56	5	-8	-3	-176	1	-175	-161	4	-157	-141	5	-136	-91	3	-88	-76	-3	-79	-19	9	157	-7	6	-1	3	3	6	-11	7	-4	-7	10	3	-18	9	-9	5	3	8	11	-15	-4	-40	-14	-54	-37	-16	-53	-41	-17	-58	-41	-13	-54	5	-11	-6	-29	-14	-43	9	-7	2	7	-4	3	8	-2	6	-39	-10	-49	-119	-5	-124	-24	-7	-31	-34	-11	-45	-19	-1	-20	-130	-6	-136	-150	-12	-162	30	-19	11	-202	-4	-206	-238	-8	-246	-31	0	-31	-107	-5	-112	-134	-7	-141	-189	-5	-194	-94	-10	-104	-72	-7	-79	-148	-13	-161	4	-7	-3	5	-5	0	5	-8	-3	6	-11	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	-6	17	23	-6	17	49	0	49	-18	-6	61	32	0	32	11	-4	143	-28	-12	-40	-31	-13	-44	-30	-8	-38	-24	-7	-31	1	-4	133	4	-4	0	20	-10	10	-33	-10	-43	-19	-10	-29	-2	-4	-6	-30	-3	-33	-39	-2	-41	-52	-5	-57	65	-5	60	53	-5	48	11	-6	5	9	-6	3	7	-8	-1	-43	-13	-56	-18	-4	-22	-47	-5	-52	-15	-7	-22	-38	-3	-41	18	-5	13	-28	-8	-36	-64	-5	-69	5	-9	-4	41	2	43	78	-1	77	53	2	55	-6	-7	-13	-17	-7	-24	-31	-2	-33	-34	-5	-39	-25	-3	-28	0	0	0	0	0	0	0	0	0	0	0	0	-131	2	319	-48	-5	-53	-109	-5	-114	-146	-7	-153	-124	-9	-133	-1	-9	447	7	-4	3	29	-5	24	-105	-2	-107	-57	-3	-60	-75	2	-73	0	0	0	0	0	0	0	0	0	0	1022	1022	0	1026	1026	0	1015	1015	0	1015	1015	0	1015	1015	0	1018	1018	0	1018	1018	0	1018	1018	0	1018	1018	0	1016	1016	0	1015	1015	0	1015	1015
23.04.2018 09:00	6	-11	141	7	-9	-2	7	-13	72	7	-9	40	7	-9	-2	8	-14	-6	7	-10	-3	8	-11	-3	7	-9	-2	9	-10	-1	8	-9	-1	7	-13	-6	16	-5	221	-7	-6	-13	84	-5	79	-163	-10	-173	2	-8	45	5	-11	-6	-33	-12	-45	-29	-12	-41	-28	-13	-41	-27	-12	79	-29	3	-26	-31	-16	-47	-9	-16	-25	-9	-13	-22	-18	-13	183	-23	-21	-44	-40	-16	-56	2	-9	-7	-183	1	-182	-147	4	-143	-118	4	-114	-64	2	-62	-47	-3	-50	4	9	180	14	6	20	33	4	37	12	6	18	14	9	23	4	8	12	28	3	31	12	-13	-1	-31	-15	-46	-30	-16	-46	-28	-17	-45	-27	-13	-40	6	-12	-6	-22	-14	-36	11	-9	2	8	-5	3	9	-3	6	-26	-10	-36	-150	-6	-156	-8	-8	-16	-21	-11	-32	-1	-2	-3	-150	-6	-156	-177	-12	-189	-58	-18	-76	-229	-1	-230	-169	-7	-176	-6	-1	-7	-144	-5	-149	-160	-7	-167	-189	-5	-194	-56	-10	-66	-21	-7	-28	-59	-12	-71	6	-6	0	7	-5	2	7	-6	1	8	-11	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	-6	7	13	-6	7	16	0	16	-25	-6	54	0	-1	-1	-2	-3	131	-22	-12	-34	-24	-14	-38	-23	-11	-34	-16	-10	-26	-15	-6	115	-9	-6	-15	16	-11	5	-26	-10	-36	-17	-10	-27	-10	-4	-14	-44	-5	-49	-56	-6	-62	-60	-4	-64	62	-4	58	56	-5	51	15	-5	10	9	-6	3	3	-9	-6	-46	-13	-59	-30	-5	-35	-61	-6	-67	-19	-7	-26	-47	-2	-49	-3	-3	-6	-42	-7	-49	-71	-4	-75	-1	-11	-12	10	3	13	52	2	54	15	4	19	-20	-9	-29	-21	-7	-28	-51	-4	-55	-47	-4	-51	-38	-2	-40	0	0	0	0	0	0	0	0	0	0	0	0	-166	4	286	-95	-5	-100	-135	-5	-140	-178	-5	-183	-143	-8	-151	-48	-8	401	-35	-7	-42	-24	-7	-31	-144	-3	-147	-102	-4	-106	-117	2	-115	0	0	0	0	0	0	0	0	0	0	1022	1022	0	1026	1026	0	1016	1016	0	1016	1016	0	1016	1016	0	1019	1019	0	1019	1019	0	1019	1019	0	1019	1019	0	1017	1017	0	1016	1016	0	1016	1016
